Position X,Position Y,Position Z,Orientation Roll,Orientation Pitch,Orientation Yaw,Initial Z,Final Z,Delta Z,Success
0.20691047277467917,-0.003244422968578499,0.6047737495699044,0.12912968057445784,0.7562896311187292,3.125913615890638,0.059470505518405416,0.05946065318654226,-9.852331863152708e-06,0
-0.12168880935553097,0.21636221046020065,0.6070354039381449,0.10966717820696428,0.6607737442862982,-1.0584593011415069,0.05998926924932455,0.059989121752044273,-1.4749728027840803e-07,0
-0.12178452790167248,-0.19704544015787384,0.6488784962637565,0.2795822688568324,0.5780537436327764,1.0172082022533966,0.059986474760457986,0.059986328239760606,-1.4652069738052553e-07,0
0.1988929381588605,-0.015988452329419083,0.6187889861358757,0.014375343552727403,0.7373098885731929,3.0613779124302885,0.05967088893366357,0.05997922040784621,0.00030833147418263956,0
-0.08881166595119781,0.18455077227680777,0.7539479740116386,-0.11421516602209579,0.22117560169811018,-1.12227584626592,0.05953445791063633,0.05998651745608436,0.0004520595454480317,0
-0.1208640045985917,-0.20294610840775143,0.6239502650277833,-0.4345159988721242,0.6404926231541769,1.0336573115516705,0.05997372884566718,0.05998630786943126,1.2579023764079655e-05,0
0.2436421568660153,0.012942561898894228,0.6397614209709208,-0.16773383909632836,0.581108584182277,-3.0885213436056174,0.059857749538708135,0.05998600719374674,0.00012825765503860637,0
0.20066807827715458,0.11088362139345716,0.608326831508713,0.059072088159352845,0.6963276271225398,-2.636776694172578,0.3930786063267983,0.40021317995668343,0.0071345736298851214,0
0.06717472929987815,0.19737670981243993,0.688578892499903,-0.47711836178625455,0.4907932969164112,-1.898837481548213,0.05998679558264964,0.05998542267085988,-1.372911789761233e-06,0
0.19894249868970978,0.031114967500402546,0.41807211347944034,-0.35948606133568295,0.08950999138233733,-2.986447720028573,0.40880205752715437,0.6560677461885994,0.24726568866144505,1
0.24111410909480913,0.013445182361702038,0.37829898398250195,-0.29904404801865647,-0.08962275815234286,-3.085887607956018,0.40923659027308285,0.6561013401439945,0.24686474987091162,1
0.21998388488352585,-0.02000998903008605,0.4784462710891312,-0.2879246170601223,0.34124113498485137,3.0508811257801924,0.39989832283775845,0.6522077275049686,0.25230940466721014,1
0.2343035907725852,0.05559531310366676,0.34537948748505853,-0.4766849760173354,-0.22304684872175146,-2.9086220979506887,0.3911793387313015,0.03549100641617518,-0.3556883323151263,0
0.2659595564581419,-0.0009463635592150757,0.3715577089036029,0.30545703583129,-0.10653658585852059,3.1380343698502497,0.4013511006217186,0.6473236371070138,0.2459725364852952,1
0.17048994759788388,-0.018139509589141012,0.3764981563746588,0.43223784103170454,-0.13622619897688656,3.035595065548695,0.03997803959244941,0.03996867246778519,-9.367124664219628e-06,0
0.18351251936569646,0.037573443005069374,0.4975907636084542,-0.09090863092895474,0.4802947262790986,-2.9396378840512463,0.39523231275344367,0.6396302756942726,0.24439796294082888,1
0.2248626079060195,0.017320726658606567,0.3024548132863381,0.10667436264883291,-0.40822103645571545,-3.0647164144059724,0.40612449156749564,0.6582438960467016,0.252119404479206,1
0.21676238281691512,-0.01269269348336989,0.37542415490388525,-0.274348338210846,-0.11270339211743095,3.0831036470200113,0.41470227592314596,0.6692784165296992,0.25457614060655326,1
0.2614583491988181,0.049733009999536545,0.4468722459229679,0.3213205188239985,0.17432694415241126,-2.95362427637211,0.26161405713346053,0.03998591452794096,-0.22162814260551958,0
0.19472483408453453,0.06931260358831931,0.44226214334572866,0.03879731982215128,0.20168817624875204,-2.7996256688343113,0.3956395101811323,0.645805343006005,0.2501658328248727,1
0.23892940869207158,0.03447366319566863,0.3434942764142287,-0.49879443084117675,-0.2299319576973207,-2.9982976723616654,0.3970375705364464,0.6209698722611876,0.2239323017247412,1
0.1811190794226977,0.05581799952588502,0.3203782927954076,0.3010113742373298,-0.39772288496391656,-2.842644630890136,0.4095317682563682,0.6500180443982723,0.24048627614190404,1
0.1868195360974378,0.024842742189882652,0.48472260047046534,-0.33683140548912677,0.42247339027489567,-3.009391032520313,0.3721781174194041,0.03997011997156817,-0.3322079974478359,0
0.2497690979705067,0.01574828006228852,0.3989530284595348,-0.03537479819714273,-0.004183425948839095,-3.0786246528580454,0.4018361819877235,0.6527931940311662,0.25095701204344273,1
0.19313938621573654,0.024311196691675953,0.33611671481745425,-0.24715475494956055,-0.317099079855756,-3.0163773529577744,0.4130071850472731,0.6676725200378911,0.25466533499061805,1
0.24412369201822856,0.08821394750930432,0.4820024564804959,-0.435472893720697,0.30599123003899026,-2.7948430126388177,0.39330992162673956,0.03843554907477891,-0.35487437255196064,0
0.2081537886742207,0.08797201569954456,0.4947796614413711,0.30963867270710294,0.39713118409512765,-2.7417312104134064,0.2720909280935305,0.03998686088794118,-0.23210406720558935,0
